ID,Speed,X,Y,VehicleNo,Battery,TimeStart,TimeEnd,Time
55,60,77.22338513,28.66236432,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 04:35:00
56,60,77.22418261,28.66240255,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 04:40:00
57,60,77.22485966,28.66243681,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 04:45:00
58,60,77.22551845,28.66243476,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 04:50:00
59,60,77.22604137,28.66243288,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 04:55:00
60,60,77.22657741,28.66242671,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:00:00
61,60,77.22696807,28.6624094,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:05:00
62,60,77.22735388,28.6623923,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:10:00
63,60,77.22773266,28.66237551,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:15:00
64,60,77.22788886,28.66236859,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:20:00
65,60,77.22838128,28.66234677,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:25:00
66,60,77.22888668,28.66232437,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:30:00
67,60,77.22932478,28.66230495,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:35:00
68,60,77.2298955,28.66226755,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:40:00
69,60,77.23031392,28.66221568,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:45:00
70,60,77.23071206,28.66217268,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:50:00
71,60,77.23121231,28.66206312,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 05:55:00
72,60,77.23156072,28.66195644,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:00:00
73,60,77.23202218,28.66181512,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:05:00
74,60,77.23238148,28.66171004,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:10:00
75,60,77.23310042,28.66151451,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:15:00
76,60,77.2336984,28.66135394,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:20:00
77,60,77.2343274,28.6611657,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:25:00
78,60,77.23511605,28.66098742,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:30:00
79,60,77.23550487,28.66092329,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:35:00
80,60,77.23564818,28.66089777,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:40:00
81,60,77.23567843,28.6608504,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:45:00
82,60,77.23578171,28.6608291,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:50:00
83,60,77.23604433,28.66081422,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 06:55:00
84,60,77.23662345,28.66078133,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:00:00
85,60,77.23769615,28.66072596,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:05:00
86,60,77.23843777,28.6606933,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:10:00
87,60,77.23928365,28.66064823,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:15:00
88,60,77.24005313,28.66061826,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:20:00
89,60,77.24050475,28.66060903,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:25:00
90,60,77.24097811,28.66065164,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:30:00
91,60,77.241393,28.6607302,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:35:00
92,60,77.2417186,28.6608244,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:40:00
93,60,77.24242155,28.66107061,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:45:00
94,60,77.2430235,28.66131344,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:50:00
95,60,77.24346147,28.66149256,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 07:55:00
96,60,77.24383063,28.6616443,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:00:00
97,60,77.24438559,28.6618724,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:05:00
98,60,77.2445431,28.6619371,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:10:00
99,60,77.24493384,28.66209728,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:15:00
100,60,77.24527909,28.66223813,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:20:00
101,60,77.24561163,28.66237379,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:25:00
102,60,77.24597034,28.66252013,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:30:00
103,60,77.2464119,28.66270026,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:35:00
104,60,77.24684512,28.662877,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:40:00
105,60,77.24710769,28.66298412,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:45:00
106,60,77.24748115,28.66313647,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:50:00
107,60,77.24792678,28.66331827,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 08:55:00
108,60,77.24826395,28.66345582,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:00:00
109,60,77.24909447,28.66380231,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:05:00
110,60,77.24956663,28.66400219,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:10:00
111,60,77.24994882,28.66416398,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:15:00
112,60,77.25036185,28.66433882,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:20:00
113,60,77.25078834,28.66451936,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:25:00
114,60,77.25114831,28.66467175,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:30:00
115,60,77.25153228,28.66483429,30039961133,40,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:35:00
116,60,77.25188339,28.66498148,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:40:00
117,60,77.25221675,28.66511989,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:45:00
118,60,77.25260752,28.6652788,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:50:00
119,60,77.25321717,28.66551458,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 09:55:00
120,60,77.25374548,28.66572345,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:00:00
121,60,77.25425631,28.66592267,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:05:00
122,60,77.25474656,28.66610799,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:10:00
123,60,77.2553528,28.66633716,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:15:00
124,60,77.25589872,28.66654733,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:20:00
125,60,77.25660321,28.66684169,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:25:00
126,60,77.2573332,28.66714144,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:30:00
127,60,77.25763927,28.6672608,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:35:00
128,60,77.25822212,28.66748577,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:40:00
129,60,77.25876133,28.66767639,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:45:00
130,60,77.2594428,28.6679173,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:50:00
131,60,77.25984277,28.66804361,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 10:55:00
132,60,77.26019539,28.66815497,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:00:00
133,60,77.26073893,28.66832662,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:05:00
134,60,77.26135069,28.66849842,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:10:00
135,60,77.26183,28.6686304,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:15:00
136,60,77.26250221,28.66879001,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:20:00
137,60,77.26302901,28.6689151,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:25:00
138,60,77.26354598,28.66901825,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:30:00
139,60,77.26453716,28.66919631,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:35:00
140,60,77.26546411,28.66935896,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:40:00
141,60,77.26621041,28.669486,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:45:00
142,60,77.26725634,28.66966175,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:50:00
143,60,77.26824182,28.66982733,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 11:55:00
144,60,77.26919196,28.66998698,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:00:00
145,60,77.26990744,28.67010951,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:05:00
146,60,77.27171644,28.67041622,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:10:00
147,60,77.27319367,28.67067302,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:15:00
148,60,77.27400922,28.67081613,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:20:00
149,60,77.27544544,28.67106491,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:25:00
150,60,77.27662982,28.67126806,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:30:00
151,60,77.27741198,28.67140222,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:35:00
152,60,77.27828635,28.67159224,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:40:00
153,60,77.27908553,28.67173496,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:45:00
154,60,77.28065292,28.6720097,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:50:00
155,60,77.28151204,28.67215689,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 12:55:00
156,60,77.28270024,28.67235941,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:00:00
157,60,77.28453764,28.67265535,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:05:00
158,60,77.2859183,28.67283349,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:10:00
159,60,77.28675885,28.67289335,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:15:00
160,60,77.28752583,28.67293852,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:20:00
161,60,77.28832585,28.67296929,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:25:00
162,60,77.28883322,28.67297602,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:30:00
163,60,77.2896585,28.6729965,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:35:00
164,60,77.29111622,28.67315791,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:40:00
165,60,77.29214791,28.67319304,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:45:00
166,60,77.29325272,28.67316097,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:50:00
167,60,77.29465205,28.67317829,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 13:55:00
168,60,77.29552703,28.67317256,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:00:00
169,60,77.296454,28.67312977,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:05:00
170,60,77.29704267,28.67312993,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:10:00
171,60,77.2980581,28.6731747,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:15:00
172,60,77.29888763,28.67314533,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:20:00
173,60,77.29963214,28.67311715,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:25:00
174,60,77.3011336,28.67313906,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:30:00
175,60,77.30198397,28.67315146,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:35:00
176,60,77.30342717,28.67316782,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:40:00
177,60,77.3043337,28.67317846,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:45:00
178,60,77.30485376,28.67318612,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:50:00
179,60,77.30549734,28.67319671,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 14:55:00
180,60,77.30654493,28.67321524,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:00:00
181,60,77.30771786,28.67323598,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:05:00
182,60,77.31010681,28.67327421,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:10:00
183,60,77.31244226,28.6733083,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:15:00
184,60,77.31368699,28.67332452,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:20:00
185,60,77.31529199,28.67334545,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:25:00
186,60,77.31603747,28.67335356,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:30:00
187,60,77.31671886,28.67335988,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:35:00
188,60,77.317716,28.67336913,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:40:00
189,60,77.3183971,28.67337661,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:45:00
190,60,77.31973782,28.67340281,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:50:00
191,60,77.3211742,28.67343089,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 15:55:00
192,60,77.3226654,28.6734545,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:00:00
193,60,77.32331429,28.67346581,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:05:00
194,60,77.32804185,28.67353542,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:10:00
195,60,77.3305021,28.67357008,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:15:00
196,60,77.33513973,28.67363495,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:20:00
197,60,77.33749336,28.6736828,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:25:00
198,60,77.34077015,28.67373486,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:30:00
199,60,77.34593813,28.67380224,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:35:00
200,60,77.35014093,28.67386807,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:40:00
201,60,77.35309346,28.67391156,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:45:00
202,60,77.3554118,28.6739972,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:50:00
203,60,77.35604156,28.6740073,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 16:55:00
204,60,77.35678681,28.67401919,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:00:00
205,60,77.35716344,28.67402502,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:05:00
206,60,77.35797436,28.67403757,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:10:00
207,60,77.35865883,28.6740481,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:15:00
208,60,77.35992402,28.67407899,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:20:00
209,60,77.36070209,28.67407986,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:25:00
210,60,77.36197371,28.67409878,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:30:00
211,60,77.36299744,28.67410897,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:35:00
212,60,77.36478123,28.67412672,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:40:00
213,60,77.36653761,28.67407348,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:45:00
214,60,77.3668911,28.6740603,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:50:00
215,60,77.36991239,28.67377955,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 17:55:00
216,60,77.37112811,28.67363912,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:00:00
217,60,77.3759118,28.67288193,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:05:00
218,60,77.37773992,28.67248444,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:10:00
219,60,77.38191743,28.67136768,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:15:00
220,60,77.38376799,28.67089345,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:20:00
221,60,77.38896869,28.66951222,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:25:00
222,60,77.39511407,28.66799616,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:30:00
223,60,77.4012799,28.6665265,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:35:00
224,60,77.41068017,28.6637512,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:40:00
225,60,77.41365673,28.6628662,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:45:00
226,60,77.4148001,28.66244193,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:50:00
227,60,77.41765812,28.66110149,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 18:55:00
228,60,77.420608,28.6592091,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:00:00
229,60,77.42254579,28.65773045,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:05:00
230,60,77.4232879,28.65715539,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:10:00
231,60,77.42371819,28.65681619,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:15:00
232,60,77.42609766,28.65487497,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:20:00
233,60,77.42930958,28.65235198,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:25:00
234,60,77.43074238,28.65132188,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:30:00
235,60,77.43221259,28.65016598,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:35:00
236,60,77.43330378,28.64930807,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:40:00
237,60,77.43416223,28.64863314,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:45:00
238,60,77.4350537,28.64793225,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:50:00
239,60,77.4357603,28.64737671,30039961133,30,27-05-2025 16:00,30-05-2025 18:00,2025-05-27 19:55:00
