gauge_id,latitude,longitude,timestamp,name,obsTrend,waterLevelChange_feet,rfc_name,state_abbreviation,state_name,status_observed_floodCategory,status_observed_primary,status_observed_primaryUnit,status_observed_secondary,status_observed_secondaryUnit,wfo_abbreviation,wfo_name
TLUG1,34.73888889,-83.39555556,8/12/2025 10:00 AM,Tallulah River at TALLULAH FALLS DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1499.08,ft,-999,kcfs,GSP,Greer
SBPN7,36.04972222,-79.85611111,8/12/2025 10:00 AM,South Buffalo Creek near Pomona,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.24,ft,0.0202,kcfs,RAH,Raleigh
TERG1,34.7656,-83.41673,8/12/2025 10:00 AM,Tallulah River at MATHIS-TERRORA DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1688.76,ft,-999,kcfs,GSP,Greer
ROEG1,34.23222222,-85.11694444,8/12/2025 10:00 AM,Etowah River at GA 1 Loop near Rome,Rising,0.05,Southeast River Forecast Center,GA,Georgia,no_flooding,13.1,ft,0.807,kcfs,FFC,Peachtree City
SEDN7,35.7873,-78.76389,8/12/2025 10:00 AM,Walnut Creek (NC) below Maynard St in Cary,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.78,ft,-999,kcfs,RAH,Raleigh
WALN7,35.75833333,-78.58277778,8/12/2025 10:00 AM,Walnut Creek (NC) at Sunnybrook Dr in Raleigh,Falling,-0.2,Southeast River Forecast Center,NC,North Carolina,no_flooding,8.55,ft,0.923,kcfs,RAH,Raleigh
WROV2,36.9293,-81.1322,8/12/2025 10:00 AM,Reed Creek at Old Stage Road near Wytheville,Falling,-0.02,Ohio River Forecast Center,VA,Virginia,no_flooding,5.71,ft,-999,kcfs,RNK,Blacksburg
RTRN7,35.42666667,-82.91972222,8/12/2025 10:00 AM,Pigeon River (NC) near (W Fork) nr Retreat,Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.02,ft,0.165,kcfs,GSP,Greer
SMRN7,35.23611111,-80.77111111,8/12/2025 10:00 AM,Briar Creek at Shamrock Drive,Rising,0.39,Southeast River Forecast Center,NC,North Carolina,no_flooding,2,ft,0.053,kcfs,GSP,Greer
TLNG1,34.66666667,-84.92833333,8/12/2025 10:00 AM,Conasauga River at Tilton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.91,ft,0.304,kcfs,FFC,Peachtree City
UPCN7,35.78792,-78.770444,8/12/2025 10:00 AM,Walnut Creek (NC) at Clay St,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.26,ft,-999,kcfs,RAH,Raleigh
WSTN7,35.206667,-80.921944,8/12/2025 10:00 AM,Taggart Creek at West Blvd (NC 160),Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.79,ft,0.0157,kcfs,GSP,Greer
WRLS1,34.39138889,-82.13944444,8/12/2025 10:00 AM,Reedy River above Waterloo,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.83,ft,0.213,kcfs,GSP,Greer
RLHN7,35.8375,-78.67388889,8/12/2025 10:00 AM,Crabtree Creek at Glenwood Ave,Falling,-0.12,Southeast River Forecast Center,NC,North Carolina,no_flooding,9.65,ft,1.05,kcfs,RAH,Raleigh
SBHN7,36.03777778,-79.80027778,8/12/2025 10:00 AM,South Buffalo Creek at US220 Nr Greensboro,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.38,ft,0.0074,kcfs,RAH,Raleigh
STEN7,35.240278,-80.868333,8/12/2025 10:00 AM,Stewart Creek at State St.,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.02,ft,-999,kcfs,GSP,Greer
RDBG1,34.56416667,-84.83305556,8/12/2025 10:00 AM,Coosawattee River near Pine Chapel / Redbud,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,5.06,ft,0.729,kcfs,FFC,Peachtree City
TIGG1,34.79472222,-83.54027778,8/12/2025 10:00 AM,Tallulah River at BURTON DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1865.14,ft,-999,kcfs,GSP,Greer
SDRV2,36.61944444,-79.50444444,8/12/2025 10:00 AM,Sandy River near Danville,Rising,0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,1.26,ft,0.0434,kcfs,RNK,Blacksburg
TOMN7,34.75472222,-78.28916667,8/12/2025 10:00 AM,Black River near Tomahawk,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,9.85,ft,1.74,kcfs,RAH,Raleigh
YNHG1,34.67972222,-83.33,8/12/2025 10:00 AM,Tugalo River at YONAH DAM,Falling,-0.18,Southeast River Forecast Center,GA,Georgia,no_flooding,743.25,ft,-999,kcfs,GSP,Greer
STRS1,34.38305556,-82.5775,8/12/2025 10:00 AM,Rocky River SC near Starr,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.95,ft,0.121,kcfs,GSP,Greer
TIGT1,35.8078,-83.5879,8/12/2025 10:00 AM,Waldens Creek 2NW Pigeon Forge (Tiger Drive),Falling,-0.02,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.37,ft,-999,kcfs,MRX,Morristown
TRLN7,35.76833333,-78.69111111,8/12/2025 10:00 AM,Walnut Creek (NC) at Trailwood Drive,Falling,-0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.75,ft,0.07,kcfs,RAH,Raleigh
TUGG1,34.71166667,-83.35138889,8/12/2025 10:00 AM,Tallulah River at TUGALO DAM,Falling,-0.04,Southeast River Forecast Center,GA,Georgia,no_flooding,890.13,ft,-999,kcfs,GSP,Greer
WLCV2,36.767028,-83.030226,8/12/2025 10:00 AM,Wallen Creek at Pennington Gap,No change,0,Lower Mississippi River Forecast Center,VA,Virginia,no_flooding,4.79,ft,-999,kcfs,MRX,Morristown
WLSS1,34.61472222,-82.44416667,8/12/2025 10:00 AM,Saluda River near WILLIAMSTON,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.58,ft,0.663,kcfs,GSP,Greer
WLVT1,35.7697,-83.6542,8/12/2025 10:00 AM,Waldens Creek 6WSW Pigeon Forge (Little Valley),No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,1.03,ft,-999,kcfs,MRX,Morristown
WRLN7,35.76025,-78.600081,8/12/2025 10:00 AM,Walnut Creek (NC) at Rose Ln in Raleigh,Falling,-0.19,Southeast River Forecast Center,NC,North Carolina,no_flooding,8.7,ft,-999,kcfs,RAH,Raleigh
SMON7,35.228333,-80.869167,8/12/2025 10:00 AM,Stewart Creek at W Morehead St (US 29),Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.43,ft,-999,kcfs,GSP,Greer
STSN7,35.105,-80.95361111,8/12/2025 10:00 AM,Steele Creek at Carowinds Blvd,Rising,0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.51,ft,0.0184,kcfs,GSP,Greer
TWNT1,35.66444444,-83.71138889,8/12/2025 10:00 AM,Little River (TN) at Townsend,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,1.97,ft,0.195,kcfs,MRX,Morristown
CDPN7,35.78512,-78.77405,8/12/2025 10:00 AM,Walnut Creek (NC) at Downstream Side of E Park,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.23,ft,-999,kcfs,RAH,Raleigh
CODN7,35.50388889,-80.73638889,8/12/2025 10:00 AM,Coddle Creek at SR 1612 NR DAVIDSON,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.13,ft,0.0364,kcfs,GSP,Greer
EBNN7,35.84527778,-78.72472222,8/12/2025 10:00 AM,Crabtree Creek at Ebenezer Church Rd,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,8.18,ft,-999,kcfs,RAH,Raleigh
HPNN7,36.13778,-79.86,8/12/2025 10:00 AM,Horsepen Creek at US22O Near Greensboro,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,0.0158,kcfs,RAH,Raleigh
OMBN7,35.0082,-78.3411,8/12/2025 10:00 AM,Williams Old Mill Branch at US 421,Falling,-0.11,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.69,ft,-999,kcfs,RAH,Raleigh
SBNV2,36.69333333,-78.90055556,8/12/2025 10:00 AM,Dan River at South Boston,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,6.92,ft,1.33,kcfs,RNK,Blacksburg
SCON7,36.20916667,-77.38388889,8/12/2025 10:00 AM,Roanoke River near Scotland Neck,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,12.66,ft,7.36,kcfs,RAH,Raleigh
TLNG1,34.66666667,-84.92833333,8/12/2025 10:00 AM,Conasauga River at Tilton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.91,ft,0.304,kcfs,FFC,Peachtree City
BIGG1,33.81527778,-83.99013889,8/12/2025 10:00 AM,Big Haynes Creek at Lenora Road near Snellville,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,3.05,ft,0.015,kcfs,FFC,Peachtree City
BLAS1,35.137628,-81.597906,8/12/2025 10:00 AM,"Broad River at Gaston Shoals Reservoir/Gaston Shoals Dam, 5 WNW Blacksburg",Falling,-0.2,Southeast River Forecast Center,SC,South Carolina,no_flooding,97.81,ft,-999,kcfs,GSP,Greer
CHFS1,35.07,-81.54972222,8/12/2025 10:00 AM,Broad River in NC/SC near CHEROKEE FALLS,Falling,-0.22,Southeast River Forecast Center,SC,South Carolina,no_flooding,30.85,ft,-999,kcfs,GSP,Greer
CRCT1,36.37972222,-83.04666667,8/12/2025 10:00 AM,Crockett Creek below Rogersville,Falling,-0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.59,ft,0.0006,kcfs,MRX,Morristown
DLBG1,34.62916667,-84.91722222,8/12/2025 10:00 AM,Conasauga River at Sloan Bridge below Dalton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.15,ft,-999,kcfs,FFC,Peachtree City
FONN7,35.45055556,-83.80555556,8/12/2025 10:00 AM,Little Tennessee River at FONTANA DAM TVA,Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1699.66,ft,-999,kcfs,GSP,Greer
KINS1,33.66111111,-79.83611111,8/12/2025 10:00 AM,Black River at Kingstree,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.13,ft,0.31,kcfs,ILM,Wilmington
LNGS1,33.9125,-78.71527778,8/12/2025 10:00 AM,Waccamaw River at Longs,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,action,11.92,ft,5.51,kcfs,ILM,Wilmington
MCKN7,35.845,-80.658889,8/12/2025 10:00 AM,"S Yadkin River below Foster Rd, 6 SW Mocksville",Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.09,ft,0.337,kcfs,GSP,Greer
MODS1,33.72916667,-82.18194444,8/12/2025 10:00 AM,Stevens Creek near Modoc,Rising,0.13,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.96,ft,0.538,kcfs,CAE,West Columbia
NICS1,34.225833,-79.13444,8/12/2025 10:00 AM,Lumber River near Nichols,No change,0,Southeast River Forecast Center,SC,South Carolina,action,18.14,ft,2.62,kcfs,ILM,Wilmington
PDES1,34.20416667,-79.54861111,8/12/2025 10:00 AM,Pee Dee River at Pee Dee,Falling,-0.1,Southeast River Forecast Center,SC,South Carolina,no_flooding,10.21,ft,6.82,kcfs,ILM,Wilmington
RBDS1,34.10111111,-82.61805556,8/12/2025 10:00 AM,Russell Lake near Savannah River,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,473.04,ft,-999,kcfs,GSP,Greer
RRDN7,36.46027778,-77.63444444,8/12/2025 10:00 AM,Roanoke River at Roanoke Rapids,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.42,ft,2.74,kcfs,RAH,Raleigh
RWLG1,33.98583333,-84.31611111,8/12/2025 10:00 AM,Chattahoochee River above Roswell,Falling,-0.16,Southeast River Forecast Center,GA,Georgia,no_flooding,4.47,ft,2.57,kcfs,FFC,Peachtree City
TERG1,34.7656,-83.41673,8/12/2025 10:00 AM,Tallulah River at MATHIS-TERRORA DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1688.76,ft,-999,kcfs,GSP,Greer
WKSN7,36.1525,-81.14555556,8/12/2025 10:00 AM,Yadkin River at Wilkesboro,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.49,ft,0.696,kcfs,RNK,Blacksburg
CARS1,34.595,-81.42138889,8/12/2025 10:00 AM,Broad River in NC/SC near CARLISLE,Rising,0.26,Southeast River Forecast Center,SC,South Carolina,no_flooding,9.51,ft,14.6,kcfs,GSP,Greer
MBHG1,33.72916667,-83.93722222,8/12/2025 10:00 AM,Big Haynes Creek at Jack Turner Dam near Milstead,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.61,ft,0.0625,kcfs,FFC,Peachtree City
MSHN7,35.81638889,-78.59361111,8/12/2025 10:00 AM,Marsh Creek (NC) at New Hope,Falling,-0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.86,ft,-999,kcfs,RAH,Raleigh
OAKT1,35.9831307,-84.557992,8/12/2025 10:00 AM,Emory River at Oakdale,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.3,ft,0.0799,kcfs,MRX,Morristown
SRCS1,34.52,-82.15722222,8/12/2025 10:00 AM,South Rabon Creek near Gray Court,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,0.12,ft,-999,kcfs,GSP,Greer
ASTG1,33.72105556,-84.6149167,8/12/2025 10:00 AM,Sweetwater Creek below Austell,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.11,ft,0.0558,kcfs,FFC,Peachtree City
BRTG1,34.35222222,-84.20638889,8/12/2025 10:00 AM,Etowah River at Kelly Bridge Road near Matt,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.47,ft,-999,kcfs,FFC,Peachtree City
BTCG1,34.01694444,-84.64333333,8/12/2025 10:00 AM,Butler Creek at Mack Dobbs Road near Kennesaw,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,2.31,ft,0,kcfs,FFC,Peachtree City
NOCG1,33.96972222,-83.3775,8/12/2025 10:00 AM,North Oconee River at College Street at Athens,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,4.83,ft,0.218,kcfs,FFC,Peachtree City
NRTT1,36.220833,-84.090278,8/12/2025 10:00 AM,Clinch River below Norris Dam,Rising,0.06,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,827.1,ft,-999,kcfs,MRX,Morristown
OTKG1,34.49555556,-84.96527778,8/12/2025 10:00 AM,Oothkalooga Creek at GA 53 Spur at Calhoun,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,7.14,ft,0.025,kcfs,FFC,Peachtree City
OWFN7,35.81583333,-78.62583333,8/12/2025 10:00 AM,Crabtree Creek at Old Wake Forest Road,Falling,-0.08,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.15,ft,-999,kcfs,RAH,Raleigh
PING1,34.57638889,-84.86027778,8/12/2025 10:00 AM,Coosawattee River at Pine Chapel Road near Resaca,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.14,ft,-999,kcfs,FFC,Peachtree City
TLUG1,34.73888889,-83.39555556,8/12/2025 10:00 AM,Tallulah River at TALLULAH FALLS DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1499.08,ft,-999,kcfs,GSP,Greer
WHMS1,34.50916667,-81.59833333,8/12/2025 10:00 AM,Enoree River at Whitmire,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,17.84,ft,0.917,kcfs,CAE,West Columbia
WLLN7,35.85972222,-77.04027778,8/12/2025 10:00 AM,Roanoke River at Williamston,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.6,ft,3.7,kcfs,MHX,Newport
ADRN7,35.821111,-78.6341667,8/12/2025 10:00 AM,Crabtree Creek at Anderson Drive,Falling,-0.08,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.72,ft,-999,kcfs,RAH,Raleigh
BCRS1,34.24361111,-79.745,8/12/2025 10:00 AM,Black Creek (SC) near Quinby,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.39,ft,0.474,kcfs,ILM,Wilmington
BDMS1,34.9868083,-81.00833889,8/12/2025 10:00 AM,Big Dutchman Creek at Rock Hill,Rising,0.54,Southeast River Forecast Center,SC,South Carolina,no_flooding,2.65,ft,0.111,kcfs,GSP,Greer
BVDG1,34.16861111,-82.89666667,8/12/2025 10:00 AM,Beaverdam Creek above Elberton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.08,ft,0.0158,kcfs,GSP,Greer
DLNG1,34.78844444,-84.9750278,8/12/2025 10:00 AM,Mill Creek at Dalton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,4.32,ft,0.0191,kcfs,FFC,Peachtree City
EFDN7,36.15083333,-77.69305556,8/12/2025 10:00 AM,Fishing Creek near Enfield,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.09,ft,0.223,kcfs,RAH,Raleigh
GALS1,34.05694444,-79.24722222,8/12/2025 10:00 AM,Little Pee Dee River near Galivants Ferry,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,action,8.01,ft,3.14,kcfs,ILM,Wilmington
HALV2,36.77638889,-78.91611111,8/12/2025 10:00 AM,Banister River at Halifax,Falling,-0.02,Southeast River Forecast Center,VA,Virginia,no_flooding,3.3,ft,0.185,kcfs,RNK,Blacksburg
HOKN7,35.42888889,-77.5825,8/12/2025 10:00 AM,Contentnea Creek at Hookerton,Rising,0.1,Southeast River Forecast Center,NC,North Carolina,no_flooding,11.28,ft,1.44,kcfs,MHX,Newport
HWDS1,34.50833333,-82.85527778,8/12/2025 10:00 AM,Savannah River at Lake Hartwell,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,658.17,ft,-999,kcfs,GSP,Greer
KGTG1,34.20888889,-84.97861111,8/12/2025 10:00 AM,Etowah River near Kingston,Falling,-0.15,Southeast River Forecast Center,GA,Georgia,no_flooding,4.63,ft,1.47,kcfs,FFC,Peachtree City
REDN7,36.175,-81.16888889,8/12/2025 10:00 AM,Reddies River at N. Wilkesboro,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.29,ft,0.105,kcfs,RNK,Blacksburg
RHIS1,34.98472222,-80.97416667,8/12/2025 10:00 AM,Catawba River above  Rock Hill,Rising,0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.8,ft,1.63,kcfs,GSP,Greer
STRS1,34.38305556,-82.5775,8/12/2025 10:00 AM,Rocky River SC near Starr,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.95,ft,0.121,kcfs,GSP,Greer
TIGT1,35.8078,-83.5879,8/12/2025 10:00 AM,Waldens Creek 2NW Pigeon Forge (Tiger Drive),Falling,-0.02,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.37,ft,-999,kcfs,MRX,Morristown
TLRT1,35.36194444,-84.27916667,8/12/2025 10:00 AM,Tellico River near Tellico Plains,Rising,0.02,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.96,ft,0.097,kcfs,MRX,Morristown
TUGG1,34.71166667,-83.35138889,8/12/2025 10:00 AM,Tallulah River at TUGALO DAM,Falling,-0.04,Southeast River Forecast Center,GA,Georgia,no_flooding,890.13,ft,-999,kcfs,GSP,Greer
BCGN7,35.12713056,-78.9748306,8/12/2025 10:00 AM,Beaver Creek at Gruber Road at Fort Bragg,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.95,ft,-999,kcfs,RAH,Raleigh
BIRN7,35.461389,-83.353611,8/12/2025 10:00 AM,"Oconaluftee River below Contesky Dr, in Birdtown",No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1.75,ft,0.448,kcfs,GSP,Greer
BRBN7,35.71777778,-80.59583333,8/12/2025 10:00 AM,N Second Creek above Statesville Blvd (US 70) 4 S Woodleaf,Falling,-0.12,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.72,ft,0.28,kcfs,GSP,Greer
EDSN7,36.52555556,-79.76555556,8/12/2025 10:00 AM,Smith River at Eden,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.58,ft,0.461,kcfs,RNK,Blacksburg
ERRG1,34.25638889,-85.15055556,8/12/2025 10:00 AM,Etowah River at Coosa Valley Fairgrounds at Rome,Rising,0.06,Southeast River Forecast Center,GA,Georgia,no_flooding,4.61,ft,-999,kcfs,FFC,Peachtree City
FISS1,34.975,-81.18,8/12/2025 10:00 AM,Fishing Creek at Highway 5 below York,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,2.95,ft,-999,kcfs,GSP,Greer
NFPG1,33.90583333,-84.225,8/12/2025 10:00 AM,North Fork Peachtree Creek at Graves Road near Norcross,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.55,ft,-999,kcfs,FFC,Peachtree City
NICG1,33.80333333,-84.52138889,8/12/2025 10:00 AM,Nickajack Creek at US Highway 78 and 278 near Mableton,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.47,ft,0.0017,kcfs,FFC,Peachtree City
OCTT1,35.0966,-84.6541,8/12/2025 10:00 AM,Ocoee Dam #1 Tailwater at Parksville,Falling,-0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,713.11,ft,-999,kcfs,MRX,Morristown
RCKN7,34.94583333,-79.86972222,8/12/2025 10:00 AM,Pee Dee River near Rockingham,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.04,ft,7.91,kcfs,RAH,Raleigh
BLTN7,35.568333,-82.544722,8/12/2025 10:00 AM,"Swannanoa River below Hendersonville Rd (NC 81), in Biltmore Village (2 S Asheville)",No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1.62,ft,0.0775,kcfs,GSP,Greer
CSQG1,34.61861111,-83.52888889,8/12/2025 10:00 AM,Soque River at GA 197 NR Clarkesville,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,4.11,ft,0.158,kcfs,GSP,Greer
CTBS1,34.83611111,-80.87972222,8/12/2025 10:00 AM,Catawba River above Catawba,Falling,-0.17,Southeast River Forecast Center,SC,South Carolina,no_flooding,8.27,ft,7.06,kcfs,GSP,Greer
GADS1,33.81055556,-80.86722222,8/12/2025 10:00 AM,Congaree River at Congaree National Park,Rising,0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,9.83,ft,10.9,kcfs,CAE,West Columbia
HOLG1,34.71666667,-84.77,8/12/2025 10:00 AM,Holly Creek near Chatsworth,Rising,0.17,Southeast River Forecast Center,GA,Georgia,no_flooding,2.22,ft,0.0706,kcfs,FFC,Peachtree City
KTRG1,34.24277778,-84.88972222,8/12/2025 10:00 AM,Two Run Creek near Kingston,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.21,ft,0.0066,kcfs,FFC,Peachtree City
MTCS1,34.07138889,-82.50083333,8/12/2025 10:00 AM,Little River near Mt Carmel,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,11.03,ft,2.41,kcfs,GSP,Greer
PACG1,34.16194444,-83.525,8/12/2025 10:00 AM,Parks Creek at Lyle Field Road near Jefferson,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.97,ft,-999,kcfs,FFC,Peachtree City
PAMN7,35.54333333,-77.06194444,8/12/2025 10:00 AM,Pamlico River at Washington (in MLLW),Rising,0.16,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.01,ft,-999,kcfs,MHX,Newport
PCTG1,33.7759722,-84.4406111,8/12/2025 10:00 AM,Proctor Creek near Atlanta,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.21,ft,0.0021,kcfs,FFC,Peachtree City
PGVN7,35.61666667,-77.37277778,8/12/2025 10:00 AM,Tar River at Greenville,Falling,-0.1,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.73,ft,3.24,kcfs,MHX,Newport
RDBG1,34.56416667,-84.83305556,8/12/2025 10:00 AM,Coosawattee River near Pine Chapel / Redbud,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,5.06,ft,0.729,kcfs,FFC,Peachtree City
TIGG1,34.79472222,-83.54027778,8/12/2025 10:00 AM,Tallulah River at BURTON DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1865.14,ft,-999,kcfs,GSP,Greer
BBGS1,35.124017,-81.587872,8/12/2025 10:00 AM,"Broad River at Shelby Hwy (SC 18), 4 W Blacksburg",Falling,-0.22,Southeast River Forecast Center,SC,South Carolina,no_flooding,10.86,ft,14.2,kcfs,GSP,Greer
BRDG1,34.88166667,-84.28166667,8/12/2025 10:00 AM,Toccoa River at Blue Ridge Dam,Rising,0.02,Lower Mississippi River Forecast Center,GA,Georgia,no_flooding,1682.98,ft,-999,kcfs,FFC,Peachtree City
COLS1,33.99305556,-81.05,8/12/2025 10:00 AM,Congaree River at Columbia,Falling,-0.09,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.5,ft,9.88,kcfs,CAE,West Columbia
CPAT1,35.63722222,-83.49333333,8/12/2025 10:00 AM,West Prong Little Pigeon River at Chimney Picnic Area,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.05,ft,-999,kcfs,MRX,Morristown
DLCG1,33.70555556,-84.2925,8/12/2025 10:00 AM,Doolittle Creek at Flat Shoals Rd near Decatur,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.06,ft,-999,kcfs,FFC,Peachtree City
ELKN7,36.24055556,-80.84916667,8/12/2025 10:00 AM,Yadkin River at Elkin,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,0.988,kcfs,RNK,Blacksburg
FDTT1,35.7875,-84.249722,8/12/2025 10:00 AM,Tennessee River below Ft. Loudoun Dam (Lenoir City 1E),Rising,0.04,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,741.23,ft,-999,kcfs,MRX,Morristown
GRHV2,36.93944444,-80.88694444,8/12/2025 10:00 AM,Reed Creek at Grahams Forge,No change,0,Ohio River Forecast Center,VA,Virginia,no_flooding,1.59,ft,0.116,kcfs,RNK,Blacksburg
LIBS1,34.80138889,-82.74861111,8/12/2025 10:00 AM,Twelve mile creek near Liberty,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,2.03,ft,0.122,kcfs,GSP,Greer
MGFG1,33.96833333,-84.38277778,8/12/2025 10:00 AM,Chattahoochee River below Morgan Falls Dam near Roswell,Falling,-0.67,Southeast River Forecast Center,GA,Georgia,no_flooding,812.05,ft,1.7,kcfs,FFC,Peachtree City
NACG1,34.755,-83.50111111,8/12/2025 10:00 AM,Tallulah River at NACOOCHEE DAM,Falling,-0.13,Southeast River Forecast Center,GA,Georgia,no_flooding,1751.04,ft,-999,kcfs,GSP,Greer
PRSS1,34.87333333,-81.53166667,8/12/2025 10:00 AM,Pacolet River near Saratt,Rising,0.04,Southeast River Forecast Center,SC,South Carolina,no_flooding,12.09,ft,-999,kcfs,GSP,Greer
RNGN7,36.18333,-77.87611,8/12/2025 10:00 AM,Little Fishing Creek (NC) near Ringwood,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.43,ft,0.0397,kcfs,RAH,Raleigh
