origin,name,joinID,symbolname,symbolentity,symbolset,identity,specialentitysubtype,sidc,x,y,sequence,order,time
13,,263,,110200,52,3,,,3370319.76,2336677.737,8,8.00013,
13,,263,,110200,52,3,,,3369365.604,2360175.065,9,9.00013,
13,,263,,110200,52,3,,,3381865.56,2378209.551,10,10.00013,
13,,263,,110200,52,3,,,3398068.411,2394500.985,11,11.00013,
13,,263,,110200,52,3,,,3398068.411,2394500.985,12,12.00013,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3476299.107,2032238.175,1,1.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3488036.956,2010410.47,2,2.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3501271.098,1989532.474,3,3.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3506886.365,1965452.024,4,4.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3514098.897,1942584.702,5,5.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3521630.898,1919730.834,6,6.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3535909.815,1901338.662,7,7.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3543374.524,1877694.964,8,8.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3542298.498,1853148.809,9,9.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3544988.643,1829056.039,10,10.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3562339.099,1811927.137,11,11.00014,
14,,277,Military Combatant : Amphibious Warfare Ship : Transport Dock,120306,30,3,,,3562339.099,1811927.137,12,12.00014,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3780201.562,1998174.597,1,1.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3754035.655,1997159.897,2,2.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3726930.637,1999892.942,3,3.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3700611.724,2006288.789,4,4.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3676730.456,2016182.581,5,5.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3653340.356,2027717.253,6,6.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3629485.318,2040987.847,7,7.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3605887.692,2041378.965,8,8.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3579684.371,2045113.674,9,9.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3557536.255,2059046.511,10,10.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3535711.032,2075536.74,11,11.00015,
15,,278,Military (Sea Subsurface) : Other Submersible,110200,35,3,,,3535711.032,2075536.74,12,12.00015,
16,,292,,,11,5,,,3394500.699,2176880.975,1,1.00016,
16,,292,,,11,5,,,3395723.22,2213724.654,2,2.00016,
16,,292,,,11,5,,,3393390.412,2253927.2,3,3.00016,
16,,292,,,11,5,,,3402648.251,2289184.055,4,4.00016,
16,,292,,,11,5,,,3393198.438,2316653.645,5,5.00016,
16,,292,,,11,5,,,3373121.095,2344059.031,6,6.00016,
16,,292,,,11,5,,,3394488.766,2369854.997,7,7.00016,
16,,292,,,11,5,,,3418388.205,2399724.066,8,8.00016,
16,,292,,,11,5,,,3447589.168,2425455.94,9,9.00016,
16,,292,,,11,5,,,3473054.527,2453584.49,10,10.00016,
16,,292,,,11,5,,,3493527.713,2484468.361,11,11.00016,
16,,292,,,11,5,,,3493527.713,2484468.361,12,12.00016,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4104634.982,2479694.825,1,1.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4112063.273,2451967.942,2,2.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4122848.433,2426237.445,3,3.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4128654.233,2398994.877,4,4.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4131000.81,2372542.997,5,5.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4123809.712,2344955.618,6,6.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4125294.332,2316620.8,7,7.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4131420.961,2288444.063,8,8.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4141748.003,2261814.539,9,9.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4091914.593,2506910.812,10,10.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4104320.46,2481319.438,11,11.00017,
17,,296,Law Enforcement (Land Units),200000,10,3,,,4104320.46,2481319.438,12,12.00017,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-968970.8228,891467.0498,1,1.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-974347.0889,918722.741,2,2.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-968718.1615,947327.9501,3,3.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-969387.2908,972085.2448,4,4.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-996571.8376,982228.6303,5,5.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1000469.889,1008772.429,6,6.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1000618.178,1040002.276,7,7.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1004310.573,1070940.297,8,8.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1014147.891,1098539.616,9,9.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1019008.526,1130065.033,10,10.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1034032.367,1159581.981,11,11.00018,
18,,379,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp,111901,20,3,,,-1034032.367,1159581.981,12,12.00018,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-225539.077,4122347.198,1,1.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-276524.9062,4111618.274,2,2.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-325728.057,4099812.385,3,3.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-370995.4067,4074028.394,4,4.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-421869.6296,4066475.272,5,5.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-472843.4368,4057582.698,6,6.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-516927.6164,4030724.249,7,7.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-561391.4355,4018688.606,8,8.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-609661.1315,4006423.101,9,9.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-655283.3286,4001185.324,10,10.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-704176.5638,4012361.137,11,11.00019,
19,,402,Weapon (Air) : Bomb,130100,1,3,,,-704176.5638,4012361.137,12,12.00019,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-1022850.18,1637904.877,1,1.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-994640.0143,1632240.424,2,2.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-965639.5148,1631097.279,3,3.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-938216.1472,1628961.36,4,4.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-912617.2686,1615092.103,5,5.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-895513.2662,1591824.032,6,6.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-900193.4714,1563577.498,7,7.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-893492.6772,1537030.123,8,8.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-892101.5279,1509165.324,9,9.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-883656.3395,1481548.459,10,10.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-895194.2422,1456736.571,11,11.0002,
20,,424,Intelligence : Counterintelligence,150200,10,3,71,,-895194.2422,1456736.571,12,12.0002,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1022966.342,1637857.93,1,1.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1050038.107,1637955.879,2,2.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1076517.833,1632332.223,3,3.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1103423.999,1632200.832,4,4.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1125322.834,1647518.327,5,5.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1150485.251,1654094.122,6,6.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1174516.14,1648774.735,7,7.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1201038.119,1648242.704,8,8.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1224815.619,1638233.793,9,9.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1248242.957,1629730.436,10,10.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1272733.984,1625817.71,11,11.00021,
21,,427,Sustainment : NATO Supply Class I,160895,10,3,,,-1272733.984,1625817.71,12,12.00021,
22,,429,Health and Status : Network Outage,130200,60,3,,,-704194.3415,4012345.476,1,1.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-660153.1264,3999435.663,2,2.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-620014.1933,4006300.737,3,3.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-575396.7837,4019038.297,4,4.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-535180.6669,4029667.742,5,5.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-493748.5894,4044282.324,6,6.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-451028.9131,4060581.574,7,7.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-405908.5037,4069887.784,8,8.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-360222.6673,4080292.511,9,9.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-319546.1839,4102879.346,10,10.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-274580.4667,4111629.791,11,11.00022,
22,,429,Health and Status : Network Outage,130200,60,3,,,-274580.4667,4111629.791,12,12.00022,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-825407.9421,3982294.98,1,1.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-845966.6127,3963679.264,2,2.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-870730.1629,3950487.743,3,3.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-897495.4382,3938813.1,4,4.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-925426.7797,3931653.541,5,5.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-950919.496,3918192.32,6,6.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-951303.6635,3890828.824,7,7.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-969253.2336,3870618.191,8,8.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-992756.1807,3854666.499,9,9.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-1006012.415,3828183.662,10,10.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-1014575.669,3800353.15,11,11.00023,
23,,435,Intelligence : Military Intelligence,151000,10,3,,,-1014575.669,3800353.15,12,12.00023,
24,,436,Sustainment : All Classes of Supply,160200,10,3,,,-825685.7733,3981890.248,1,1.00024,
