x,y,ITT,DATE_TIME,CARNO,TRACKLINE,TRACKNAME,DESTINATIONID,DEST_STATION,DESTSTATIONCODE,DESCRIPTION,DIRECTION,TRIP_DIRECTION
-77.087102,38.96331,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,,158,1
-77.15508,39.10236,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,164,1
-76.986704,38.843542,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,,332,1
-77.006853,38.898995,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,Union Station- Track 1; ,15,1
-77.021985,38.90658,409,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Mt Vernon Sq- Track 2; Doors operating manually; Doors open left,180,2
-77.019255,38.88488,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,L Enfant Plaza Lower- Track 1; ,82,1
-77.031811,38.920417,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,,0,1
-77.045737,38.913699,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,,341,2
-76.91488,38.828579,420,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,133,2
-76.912873,38.827311,489,1.64696E+12,6,Non-revenue,F2,92,Greenbelt Yard,E99,Branch Avenue- Track 2; ,309,1
-77.104189,39.02971,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,Grosvenor-Strathmore- Track 1; ,159,1
-76.994131,38.930703,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Brookland-CUA- Track 2; ,173,2
-77.326977,38.944626,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,,272,2
-77.07363,38.804397,491,1.64696E+12,6,Non-revenue,C2,99,Alexandria Yard,C99,,274,2
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-76.985581,38.881321,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,Potomac Avenue- Track 2; Doors operating manually; Doors open left,270,2
-77.093769,38.887515,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Clarendon- Track 1; ,59,1
-76.862087,38.895714,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,,259,2
-77.02817,38.898318,327,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Metro Center Lower- Track 1; Doors operating manually; Doors open left,180,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-76.911843,38.889379,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,Capitol Heights- Track 1; motion;,99,1
-77.050113,38.900644,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,Foggy Bottom-GMU- Track 1; ,90,1
-77.227273,38.883694,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,Dunn Loring-Merrifield- Track 2; Doors operating manually; Doors open left,247,2
-77.152603,39.095677,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-77.025221,38.879807,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,,78,1
-77.035907,38.997419,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,312,1
-77.116729,38.80111,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,,253,2
-77.017559,38.876405,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Waterfront- Track 2; Doors operating manually; Doors open left,90,2
-77.050573,38.857865,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Crystal City- Track 1; motion;,260,1
-77.052636,38.925587,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Woodley Park Zoo/Adams Morgan- Track 2; Doors operating manually; Doors open left,336,2
-76.867677,38.893951,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,Morgan Blvd- Track 1; ,63,1
-77.147656,38.882934,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,,294,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.23906,38.926307,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,,143,1
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually; Doors open left,0,2
-77.106612,39.034965,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,339,2
-77.070798,38.898372,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,,198,2
-77.060356,38.880914,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,142,2
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.084957,38.959407,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Friendship Heights- Track 2; Doors operating manually; Doors open left,338,2
-77.214332,38.888833,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,57,1
-77.002096,38.951819,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,Fort Totten Upper- Track 1; ,343,1
-77.003266,38.885022,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,Capitol South- Track 1; ,88,1
-76.934861,38.889828,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,,270,2
-77.021985,38.90658,409,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Mt Vernon Sq- Track 2; Doors operating manually;,180,2
-77.056565,38.81034,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,,214,2
-77.022798,38.898393,363,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Gallery Place Upper- Track 2; motion;,270,2
-77.046383,38.915828,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,,346,2
-77.015951,38.885126,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,Federal Center SW- Track 2; motion;,270,2
-77.033878,38.995741,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,134,2
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.046585,38.916313,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,,165,1
-77.003204,38.951784,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,Fort Totten Lower- Track 2; Doors operating manually; Doors open left,265,2
-77.086458,38.962048,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,,158,1
-77.154222,39.099995,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,164,1
-77.071115,38.80036,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,Eisenhower Avenue- Track 1; motion;,43,1
-77.031811,38.920417,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,,0,1
-76.956427,38.965272,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,Prince Georges Plaza- Track 1; motion;,90,1
-76.987491,38.844577,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,,329,1
-76.939926,38.971604,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,,247,2
-76.91488,38.828579,420,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,133,2
-77.006853,38.898995,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,Union Station- Track 1; ,15,1
-77.018064,38.885006,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,,85,1
-77.075435,38.804506,491,1.64696E+12,6,Non-revenue,C2,99,Alexandria Yard,C99,,274,2
-77.050113,38.900644,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,Foggy Bottom-GMU- Track 1; Doors operating manually; Doors open left,90,1
-76.911843,38.889379,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,Capitol Heights- Track 1; ,99,1
-77.329811,38.944846,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,,280,2
-76.985581,38.881321,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,Potomac Avenue- Track 2; Doors operating manually; Doors open left,270,2
-76.871923,38.948066,310,1.64696E+12,0,Non-revenue,D2,74,New Carrollton Yard,D99,New Carrollton- Track 2; ,42,1
-76.994131,38.930703,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,173,2
-77.025221,38.879807,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,,78,1
-76.867677,38.893951,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,Morgan Blvd- Track 1; motion;,63,1
-77.104189,39.02971,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,Grosvenor-Strathmore- Track 1; ,159,1
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.050573,38.857865,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Crystal City- Track 1; motion;,260,1
-76.86356,38.895429,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,,253,2
-77.119114,38.800698,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,,260,2
-77.093505,38.88764,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Clarendon- Track 1; ,59,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.152603,39.095677,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-77.02817,38.898318,327,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Metro Center Lower- Track 1; Doors operating manually; Doors open left,180,1
-77.227273,38.883694,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,Dunn Loring-Merrifield- Track 2; Doors operating manually; Doors open left,247,2
-77.070965,38.897646,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,,183,2
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.084957,38.959407,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Friendship Heights- Track 2; Doors operating manually; Doors open left,338,2
-77.002737,38.953423,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,Fort Totten Upper- Track 1; ,343,1
-76.935957,38.889868,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,,281,2
-77.150371,38.883856,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,,294,2
-77.017559,38.876405,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Waterfront- Track 2; Doors operating manually; Doors open left,90,2
-77.022798,38.898393,363,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Gallery Place Upper- Track 2; motion;,270,2
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.107656,39.037061,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,339,2
-77.070119,38.801182,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,Eisenhower Avenue- Track 1; ,43,1
-77.052636,38.925587,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Woodley Park Zoo/Adams Morgan- Track 2; Doors operating manually;,336,2
-77.23906,38.926307,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,,143,1
-77.039418,38.999825,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,329,1
-77.214332,38.888833,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,57,1
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-76.942041,38.970411,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,,230,2
-77.046332,38.915429,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,,169,1
-77.033878,38.995741,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,134,2
-77.015951,38.885126,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,Federal Center SW- Track 2; motion;,270,2
-77.031919,38.922178,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,,356,1
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually; Doors open left,0,2
-77.017371,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,,90,1
-77.154222,39.099995,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,164,1
-76.956427,38.965272,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,Prince Georges Plaza- Track 1; Doors operating manually; Doors open right,90,1
-77.086458,38.962048,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,,158,1
-77.021985,38.90658,409,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Mt Vernon Sq- Track 2; motion; Doors operating manually;,180,2
-77.003204,38.951784,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,Fort Totten Lower- Track 2; Doors operating manually; Doors open left,265,2
-76.988389,38.845729,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,Congress Heights- Track 1; motion;,329,1
-77.057509,38.809352,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,,219,2
-77.003266,38.885022,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,Capitol South- Track 1; ,88,1
-77.060356,38.880914,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,142,2
-77.006853,38.898995,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,Union Station- Track 1; ,15,1
-76.913575,38.827814,420,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,315,2
-77.046383,38.915828,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,,346,2
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-76.912873,38.827311,489,1.64696E+12,6,Non-revenue,F2,92,Greenbelt Yard,E99,Branch Avenue- Track 2; ,309,1
-76.911843,38.889379,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,Capitol Heights- Track 1; Doors operating manually;,99,1
-76.985581,38.881321,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,Potomac Avenue- Track 2; Doors operating manually; Doors open left,270,2
-77.120737,38.800471,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,,260,2
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.02817,38.898318,327,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Metro Center Lower- Track 1; Doors operating manually; Doors open left,180,1
-76.993998,38.929595,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,176,2
-76.86356,38.895429,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,,253,2
-77.104189,39.02971,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,Grosvenor-Strathmore- Track 1; ,159,1
-77.050573,38.857865,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Crystal City- Track 1; motion;,260,1
-77.025221,38.879807,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,,78,1
-77.150371,38.883856,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,,294,2
-77.107656,39.037061,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,339,2
-77.329811,38.944846,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,,280,2
-76.867677,38.893951,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,Morgan Blvd- Track 1; motion;,63,1
-77.153269,39.097511,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-77.017559,38.876405,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Waterfront- Track 2; Doors operating manually; Doors open left,90,2
-77.075435,38.804506,491,1.64696E+12,6,Non-revenue,C2,99,Alexandria Yard,C99,,274,2
-77.050113,38.900644,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,Foggy Bottom-GMU- Track 1; Doors operating manually; Doors open left,90,1
-77.092539,38.888044,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,,64,1
-77.084957,38.959407,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Friendship Heights- Track 2; Doors operating manually; Doors open left,338,2
-77.039418,38.999825,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,329,1
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually; Doors open left,0,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.07096,38.89712,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,,178,2
-77.237581,38.924791,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,,143,1
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.227273,38.883694,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,Dunn Loring-Merrifield- Track 2; Doors operating manually;,247,2
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-76.9371,38.890256,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,,303,2
-77.058751,38.879321,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,142,2
-77.058729,38.808281,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,,224,2
-77.022798,38.898393,363,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Gallery Place Upper- Track 2; ,270,2
-77.069497,38.801696,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,Eisenhower Avenue- Track 1; ,43,1
-77.046383,38.915828,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,,346,2
-77.003266,38.885022,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,Capitol South- Track 1; ,88,1
-77.053508,38.927087,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Woodley Park Zoo/Adams Morgan- Track 2; ,336,2
-77.211477,38.890448,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,53,1
-77.031919,38.922178,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,,356,1
-76.913575,38.827814,420,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,315,2
-77.002737,38.953423,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,Fort Totten Upper- Track 1; ,343,1
-77.015951,38.885126,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,Federal Center SW- Track 2; motion;,270,2
-77.021985,38.905306,409,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Mt Vernon Sq- Track 2; ,180,2
-77.085968,38.961088,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,,158,1
-76.942041,38.970411,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,,230,2
-77.003204,38.951784,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,Fort Totten Lower- Track 2; Doors operating manually; Doors open left,265,2
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.04603,38.9143,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,,165,1
-76.988389,38.845729,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,Congress Heights- Track 1; motion;,329,1
-77.032447,38.994647,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,135,2
-77.153364,39.097632,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,164,1
-77.015938,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,Federal Center SW- Track 1; ,90,1
-76.956427,38.965272,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,Prince Georges Plaza- Track 1; Doors operating manually; Doors open right,90,1
-77.006853,38.898995,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,Union Station- Track 1; ,15,1
-77.103443,39.028167,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,Grosvenor-Strathmore- Track 1; ,162,1
-76.871923,38.948066,310,1.64696E+12,0,Non-revenue,D2,74,New Carrollton Yard,D99,New Carrollton- Track 2; ,42,1
-77.33163,38.945161,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,,285,2
-77.075435,38.804506,491,1.64696E+12,6,Non-revenue,C2,99,Alexandria Yard,C99,,274,2
-76.993885,38.928453,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,,176,2
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-76.86523,38.894966,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,,249,2
-76.985581,38.881321,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,Potomac Avenue- Track 2; Doors operating manually; Doors open left,270,2
-77.050573,38.857865,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,Crystal City- Track 1; motion;,260,1
-77.227273,38.883694,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,Dunn Loring-Merrifield- Track 2; Doors operating manually;,247,2
-76.911843,38.889379,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,Capitol Heights- Track 1; Doors operating manually; Doors open left,99,1
-77.050113,38.900644,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,Foggy Bottom-GMU- Track 1; Doors operating manually; Doors open left,90,1
-77.154126,39.099874,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.091535,38.888416,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,,65,1
-77.045662,38.913438,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,,159,1
